text,BIO_anno,class
反正工商申了几次都拒了??其他行能下卡??能提额,O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT O O O O O,2
请问大神，分期白加持的金卡给了67K临额，也有现分了，不过小于可用。这样有提额的可能了吗？怎么刷好？,O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
隔天才可以看??不过款是扣了。兴业要不要这么坑,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,0
本人近日误入广发银行的坑，以此教训‼️建议大家以后慎入广发银行信用卡‼️‼️,O O O O O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,0
工行42k建行30k光大58k民生36k,B-BANK I-BANK O O O B-BANK I-BANK O O O B-BANK I-BANK O O O B-BANK I-BANK O O O,2
但是比起全民大法下卡10万的人，感觉又不平衡了哈,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
过没过说一声，我好有个准备，办个浦发的,O O O O O O O O O O O O O O O O B-BANK I-BANK O,2
我去年点了短信然后加了个征信,O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
资质不错，可以做到秒批。征信出现有瑕疵的话，可能会进入人工审核。一个星期左右会出结果。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,0
经葵花可以零开吗，我不想要了，没啥用,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
回家卖房还了债，没有全部还完。我真的是被坑的好惨,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ,0
建议留兴、邮、工、招、中，理由：兴业额度高少刷还能一直提，光头强不做分期是提不了额的，老农现在很难提了，阿信没什么权益额度也不高...,O O O B-BANK O B-BANK O B-BANK O B-BANK O B-BANK O O O O B-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
现金分期？,O O B-PRODUCT I-PRODUCT O,2
招商我逾期了10万一共，e招贷逾期4万逾期俩月了……就还了500,B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
我一直被拒绝，不明白原因，都是秒拒绝。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
App上有额度,O O O O O B-COMMENTS_N I-COMMENTS_N,2
你是直接贷出来到那张卡直接就还了信用卡吧最少要转一手,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
你点加速回答自己填的信息。,O O O O O O O O O O O O O,2
应该是app错了。“APP、网银年费显示不准确，系网银自动抓取标准年费记收算法所得，部分特殊政策卡种年费不准确，如奋斗白金卡、星座白金卡、上海旅行白金卡、半岛菁英白...,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
建行给了临时不要用，建行用了临时会延长提固定的周期，建行给了临时先用短信提额提固定。,B-BANK I-BANK O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,0
私行，钻石，白金，金卡可以让理财经理挑(但是最多也就是3A/4A连号)，普卡也是可以让理财帮忙挑，而且现在1...,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
星期五交的，交行没周五有活动呢,O O O O O O B-BANK I-BANK O O O O O O O,2
应该是曲线在他心里不算申,O O O O O O O O O O O O,2
秒批？兴业的就是秒批，资料全的话,O O O B-BANK I-BANK O O O O O O O O O O O,2
买理财肯更用砖啊，肯定算,O B-PRODUCT I-PRODUCT O O O O O O O O O,2
请问楼主大哥！我用卡三年一直就只一点一点的提固额！从没给过临时和现金分期！一个月20-35比！坚持三年了！一般消费就是买烟超市东西！商店买衣服吃饭之类的！请问怎么才...,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
建行app申请好像要填一张储蓄卡是吧，我老婆申请就没储蓄卡结果就算了，我的是以前客服帮我申请的,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2
然而，该提的没有这个也能提，不能提的出现这个依旧不能提,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
现在电影票也不能用积分了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O,2
我看你上个帖子不是都已经可以按月还了么，这个界面出来还贷不出吗？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我的经典白刚下,O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
你选着的申请地，是哪个地区就是那个分行审批！,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
没有关系，就是现在自动扣?年费都是自动扣的,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
那我网上申请，激活的时候还是要被刁难。这也太离谱了。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
10年不离不弃，这是真爱,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
我申请了农行的国家宝藏信用卡，秒批,O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
我的etc用了一年半就从一万提到一万八了，后来套现建行人给我打电话办了个分期护身，套现次数不多,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-BANK I-BANK O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
e招贷没有用的话目测这一期账单日第二天会提,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
招商银行美国运通百夫长信用卡——传奇绿卡，浓浓古典风情,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
我今天用拉卡拉刷，显示62交易失败，金额4万8。这是怎么回事啊！,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
我的也已经分阶段了，我也没提。,O O O O O O O O O O O O O O O,2
哪有什么水？根据我的经验，四大行审核是最严格也是最系统的。我5月AUM值35万，6月100万，7月305万，然后8...,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
招行往里面放几块砖不知道有没有用,B-BANK I-BANK O O O O O O O O O O O O O O,2
申请别的会直接拒绝！我也是19年下卡0额度！很惨！,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,0
最后是怎么处理的？我逾期六个月，利息一万多,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
跟我说分期，3.6分12期，但是这期间，还是处于逾期状态，也就是说这一年，你的征信会一直显示逾期，而且还会有利息，要我12期还完之后再申请减免，...,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
查了能见到，小地方只有一个网点，问经理了说可以去面签，不知道是不是又坑，不会面签出门拒吧:L,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O,0
餐饮好刷。现在广发针对总薅羊毛的。有些返现不反了或者只反1%周五刷不反,O O B-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O,2
工商、广发、中信、光大、华夏，然后建行倒闭卡,B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O B-BANK I-BANK O O B-PRODUCT,2
等一天就好了，工行的效率还是蛮高的,O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
中行app卡片激活里有这张卡，去激活就能看到完整卡号，截图保存，去微信公众号里激活,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
卡员工申请，在银行上班就是好啊,O O O O O O O O O O O O O B-COMMENTS_ADJ O,2
期间有没有申请调剂？不申请贷款后很正常,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
就说没有也没事吧。卡在你手上，她还能抢过去不成，不给你激活就换一家,O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
怎么做到的，求路子，着急求,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我才3400,O B-COMMENTS_ADJ O O O O,2
可以一个月吧，反正工行就是这样的,O O O O O O O O O B-BANK I-BANK O O O O O,2
这个应该从2万开始。我申请的时候，2.2,O O O O O O O O O O O O O O O O O O O O,2
点了23000以失败，过几天在点19000能成？浦发的,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O,2
前段时间，建行发短信说我有办金卡的资格了，哎，土老帽，没见过金卡，就去办了。,O O O O O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
差不多了，21287·85一17000等于4287·85元，逾期6个月加12个月等于18个月。就是说本金17000元18个月利息才4287·85元是合理。当然你还可以致电信用卡中心，以自己实际环境...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
我i白金前几天收到激活15k,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
拿到了，单子上都没写额度，打电话问客服，说要去面签后才知道，以前不是的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O,2
销，注销算了,O O B-COMMENTS_N I-COMMENTS_N O O,2
额度太低了，小贱提额太难了,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
直接开业务，民生,O O O O O O B-BANK I-BANK,2
建行60周年白金150K,B-BANK I-BANK O O O O O O O O O O,2
关键不知道哪出了问题，下周再试试,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
工行两张卡都是绑卡减10元??你们怎么才5元啊,B-BANK I-BANK O O B-PRODUCT O O O B-PRODUCT O O O O O O O O O O O O O O,2
平安普惠你都敢借，胆子够肥,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O,2
是挂了电话就提了吗？我说好了，挂了电话还没提，是失败了吗,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
哪里网点申请的，这么给力,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
想要卡片数。我只关心额度其实,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O,2
银行的钱别欠，每个月多少还一点进去，别给整成信用卡诈骗了。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
我才6k的额度，存15万进去，两笔杀出来？,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
广东农信app贷款界面,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O,2
那我再试一次。如果我不同意，我就不和她说话。,O O O O O O O O O O O O O O O O O O O O O O,2
今天我2万多上门，说我先还1万多，剩下的上门，上门额度就可以提升的快了,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
是的过了面签等收卡手机APP上激活昨天刚操作完,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
是用什么软件查询的,O O O O O O O O O,2
我18年的时候申请秒拒，现在秒批。唉不知咋想的这中信，是不是有水？？,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,2
下一单还没出我就不付了，所以,O O O O O O O O O O O O O O,2
直接拿下，就这资质，吓他蹦一下，额度不高才怪,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
不错的卡面,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N,1
推那么多次干嘛，额度该是多少就是多少,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
我怕星爷。过期8个月了，我都不敢给狗狗打电话了。为什么,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
你这征信，难。。。养养再搞吧,O O B-PRODUCT I-PRODUCT O O O O O O O O O O,0
不都是直接扣卡上钱的吗,O O O O O O B-PRODUCT O O O O,2
太直接了，给农行点赞,O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ,1
还有??如果本行有逾期或者应该强制封卡??是不会影响其他银行信用卡的正常使用的??但是会大大的影响信用卡审批和额度提升...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O,2
二万12期，还两期后再提还，分期也很快的,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
广东的吗，是的就是广东的农商行,O O O O O O O O O O O O B-BANK I-BANK I-BANK,2
正常三个月一临时，六个月一固定,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
可能吧??但是他又批了我车卡，车主卡,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT,2
云闪付里有一款定制金白菜,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
分五年，提前二三年还，不高，你要是分三年不如快贷什么得的了，,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
感觉是套路?第三方销售也一样,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,0
现在啥情况了，我也是二次逾期,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
你看下，我的2份信报，截止3月的只显示当月账单，截止4月就是全部已使用的额度,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
招行好，我的也是招行，中信被倒过一回也果断注销了！,B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O,1
机场快递安检，接送机，洗牙之类的,O O O O O O O O O O O O O O O O,2
伪白金卡,O B-PRODUCT I-PRODUCT I-PRODUCT,2
浦发:15k-21k-31k-43-51.5k-86k5月2号,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
兴业搬砖好像没用,B-BANK I-BANK O O O O O O,2
你转个一块钱试试，一块钱都转不出，那就是拉黑了。,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
兄弟已经试过了吗？提额提了多少呀,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
我已经办了，建设银行的,O O O O O O B-BANK I-BANK I-BANK I-BANK O,2
是，网申通过的要去网点一趟找大堂工作人员面签，但是只要通过去大堂一张身份证都可以过，不存在刁难。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
你的浦发，建行都是逾期后下的吗,O O B-BANK I-BANK O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O,2
一直用支付宝还款，从来没有超过10分钟不到账的,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
有资质就提供资料去线下申请，特别好申请,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
掌上生活看,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O,2
招行客户经理的唯一作用不是申卡时提供饼图吗？,B-BANK I-BANK O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
可以啊，只是没积分而已,O O O O O O O B-PRODUCT I-PRODUCT O O,2
为什么我感觉这个帖子，我看过了，是说工行的么,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O,2
核对哪些信息，身份证，房产反正招行是这些,O O O O O O O O O O O O O O O B-BANK I-BANK O O O,2
我5万额度，5w挡,O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
真假？单位瞎填的，那咋办？,B-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O,2
差不多。发2.2k。收2.3k。五个月一次,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
正常是50，兴业的哈,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O,2
逾期后会打电话提醒你，个把礼拜就开始爆通讯录了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O,2
网上支付。不懂的话，百度广发卡怎么在线刷？,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
这额度诱人了,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
修到19K，不填23K，工行这个额度可以了吧,O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O,2
持有就行了，建行按日均资产算星点,O O O O O O B-BANK I-BANK O O O O O O O O,2
上了50k就难了,O O O O O O B-COMMENTS_ADJ O,2
民生只能等系统自动提了别白费力气了,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,0
没用，估计大黑了。等6W网贷还了后开始休战半年才有一点点用，而且基本菜中菜,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O,2
每个月交多少钱，哪怕几块钱都行！最后，等着起诉吧，不要怕,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
可以取现，6月份刚上车，我办的招行的都可以的,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
优质客户，57000额度，额度美丽,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O,1
一般用了新快线圆梦金就没了。,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
无信用申请卡审前5W，浦发的,O O O O O O O O O O O B-BANK I-BANK O,2
你拿到卡有多久了？有2年了吗,O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
我呆账，征信黑，能下吗,O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O,2
不要销，留一张62开头的做任务,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
额度都出来了肯定有啊,B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
关键是现在没实体卡啊一张无界一张clear即便借出来调平无界…刷不了pos啊，好心累啊‘,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
看看我的，平安对我还不错，哈哈哈,O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,1
广发卡一年了正常用 每个月平均四五千，额度四万二，一年都没提额 显示不符合条件 为啥,B-BANK I-BANK O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
网申c标白下了1.8W。连买个全幅单反都用不了…服了…,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O,0
我猜你应该是被误导了。你是不是经常看到论坛有帖：三无下卡xx，三无提额xx？其实他们说的三无是指：无卡债...,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O,2
负债不高了美团5000还剩2期总额1800支付宝借呗花呗4月时份结清后注销了招行17000额度使用3000工行20000额度使用800,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
不会，我用过，已经给临时和分期了！,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
我也是只差中行，一直推不下来，养半年征信10月再战，没砖人员申个中行卡好难,O O O O O B-BANK I-BANK O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
有公积金社保吗？是否回访电话？,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
给我打电话。我说一有涨幅我就来。,O O O O O O O O O O B-COMMENTS_ADJ O O O O O,2
不用理他，出账单了，他们就收到的名单，然后打电话，你就说已经还了，他们立马挂电话,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
上门后一周拿到卡了，伐开心,O O O O O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
不试谁也不知道，这个得看你的总负债吧,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
网银u盾改统一资料，再回复邀请短信,O O O O O O O O O O O O O O O O O,2
我工行就是第十行下的卡，老农一直没申请下来，现在销卡准备申请农行,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK,2
预审额度多少下了5万,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
等待期间你可以干些其它事情啊。,O O O O O O O O O O O O O O O,2
建行的预审批，可信度有多高？目前有4万多快贷，7行信用卡。微信查有3万预审批额度，不知推倒小贱的概率有没有30%,B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
回访了吗？招行的客服个我打电话回访了,O O O O O B-BANK I-BANK O O O O O O O O O O O,2
刚协商，等回复，希望能成功,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
但限额严重啊，有密码器的时候还月限五万、日限两万呢，有了盾，大堂告诉我说有了这个日限500w，让我妥善保管,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
兴业-睿白金-8.04,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
